time_ms,EgoPosition_x,EgoPosition_y,EgoPosition_z,EgoSpeed,EgoRoadID,EgoLaneID,SV_0_ID,SV_0_pos_x,SV_0_pos_y,SV_0_pos_z,SV_0_speed,SV_0_routeID,SV_0_roadID,SV_0_laneID,SV_1_ID,SV_1_pos_x,SV_1_pos_y,SV_1_pos_z,SV_1_speed,SV_1_routeID,SV_1_roadID,SV_1_laneID,SV_2_ID,SV_2_pos_x,SV_2_pos_y,SV_2_pos_z,SV_2_speed,SV_2_routeID,SV_2_roadID,SV_2_laneID,SV_3_ID,SV_3_pos_x,SV_3_pos_y,SV_3_pos_z,SV_3_speed,SV_3_routeID,SV_3_roadID,SV_3_laneID,SV_4_ID,SV_4_pos_x,SV_4_pos_y,SV_4_pos_z,SV_4_speed,SV_4_routeID,SV_4_roadID,SV_4_laneID,SV_5_ID,SV_5_pos_x,SV_5_pos_y,SV_5_pos_z,SV_5_speed,SV_5_routeID,SV_5_roadID,SV_5_laneID,SV_6_ID,SV_6_pos_x,SV_6_pos_y,SV_6_pos_z,SV_6_speed,SV_6_routeID,SV_6_roadID,SV_6_laneID,SV_7_ID,SV_7_pos_x,SV_7_pos_y,SV_7_pos_z,SV_7_speed,SV_7_routeID,SV_7_roadID,SV_7_laneID,
9500,30.46768,10.02121,-2750.364,84.18709,116,116_3,32,26.5075,10,-2741.14,63.54,0_55.95,116,116_2,49,28.15862,10,-2771.671,59.97,0_55.95,116,116_1,17,20.36938,10,-2719.066,57.59,0_55.95,116,116_1,9,34.62884,10,-2791.816,68.32,0_55.95,116,116_2,23,39.15848,10,-2799.856,69.76,0_55.95,116,116_3,7,11.15144,10,-2684.831,56.46,161_55.170,116,116_0,6,36.66649,10,-2824.758,64.89,0_55.95,116,116_1,38,45.14067,10,-2837.646,69.87,0_55.95,116,116_3,
9550,30.24495,10.02119,-2748.802,84.32578,116,116_3,32,26.32111,10,-2739.977,63.55,0_55.95,116,116_2,49,27.98281,10,-2770.574,59.96,0_55.95,116,116_1,17,20.20015,10,-2718.01,57.42,0_55.95,116,116_1,9,34.42846,10,-2790.565,68.30,0_55.95,116,116_2,23,38.95395,10,-2798.58,69.79,0_55.95,116,116_3,7,10.98676,10,-2683.797,56.69,161_55.170,116,116_0,6,36.4762,10,-2823.571,64.90,0_55.95,116,116_1,38,44.93521,10,-2836.369,69.82,0_55.95,116,116_3,
9600,30.00311,10.02112,-2747.111,84.46,116,116_3,32,26.11983,10,-2738.721,63.55,0_55.95,116,116_2,49,27.79288,10,-2769.388,59.98,0_55.95,116,116_1,17,20.01816,10,-2716.874,57.58,0_55.95,116,116_1,9,34.21211,10,-2789.215,68.33,0_55.95,116,116_2,23,38.73292,10,-2797.201,69.77,0_55.95,116,116_3,7,10.80736,10,-2682.677,56.55,161_55.170,116,116_0,6,36.27071,10,-2822.288,64.82,0_55.95,116,116_1,38,44.71308,10,-2834.99,69.82,0_55.95,116,116_3,
9650,29.68087,10.02114,-2744.869,84.66132,116,116_3,32,25.85327,10,-2737.058,63.51,0_55.95,116,116_2,49,27.54141,10,-2767.819,59.97,0_55.95,116,116_1,17,19.77636,10,-2715.365,57.42,0_55.95,116,116_1,9,33.92566,10,-2787.428,68.30,0_55.95,116,116_2,23,38.44037,10,-2795.375,69.76,0_55.95,116,116_3,7,10.57108,10,-2681.196,56.76,161_55.170,116,116_0,6,35.99877,10,-2820.591,64.77,0_55.95,116,116_1,38,44.41642,10,-2833.163,69.79,0_55.95,116,116_3,
9700,29.46734,10.0211,-2743.391,84.79555,116,116_3,32,25.67801,10,-2735.964,63.55,0_55.95,116,116_2,49,27.37597,10,-2766.787,59.96,0_55.95,116,116_1,17,19.61781,10,-2714.376,57.58,0_55.95,116,116_1,9,33.73731,10,-2786.252,68.19,0_55.95,116,116_2,23,38.24788,10,-2794.175,69.78,0_55.95,116,116_3,7,10.41463,10,-2680.22,56.62,161_55.170,116,116_0,6,35.82002,10,-2819.476,64.82,0_55.95,116,116_1,38,44.22213,10,-2831.962,69.82,0_55.95,116,116_3,
9750,29.13519,10.02115,-2741.107,84.99015,116,116_3,32,25.40757,10,-2734.277,63.53,0_55.95,116,116_2,49,27.12078,10,-2765.195,59.99,0_55.95,116,116_1,17,19.37237,10,-2712.845,57.44,0_55.95,116,116_1,9,33.44695,10,-2784.441,68.17,0_55.95,116,116_2,23,37.95086,10,-2792.321,69.80,0_55.95,116,116_3,7,10.17468,10,-2678.716,56.78,161_55.170,116,116_0,6,35.54439,10,-2817.756,64.71,0_55.95,116,116_1,38,43.92399,10,-2830.108,69.85,0_55.95,116,116_3,
9800,28.89424,10.02111,-2739.463,85.12214,116,116_3,32,25.21328,10,-2733.064,63.60,0_55.95,116,116_2,49,26.93739,10,-2764.05,59.99,0_55.95,116,116_1,17,19.19659,10,-2711.748,57.60,0_55.95,116,116_1,9,33.2385,10,-2783.14,68.21,0_55.95,116,116_2,23,37.73752,10,-2790.99,69.76,0_55.95,116,116_3,7,10.00131,10,-2677.634,56.64,161_55.170,116,116_0,6,35.34651,10,-2816.521,64.76,0_55.95,116,116_1,38,43.70974,10,-2828.776,69.87,0_55.95,116,116_3,
9850,28.56149,10.02115,-2737.214,85.31675,116,116_3,32,24.94778,10,-2731.408,63.52,0_55.95,116,116_2,49,26.68698,10,-2762.488,59.97,0_55.95,116,116_1,17,18.95577,10,-2710.245,57.45,0_55.95,116,116_1,9,32.95382,10,-2781.364,68.17,0_55.95,116,116_2,23,37.44609,10,-2789.172,69.82,0_55.95,116,116_3,7,9.765928,10,-2676.159,56.73,161_55.170,116,116_0,6,35.07623,10,-2814.835,64.70,0_55.95,116,116_1,38,43.41762,10,-2826.956,69.87,0_55.95,116,116_3,
9900,28.32626,10.02112,-2735.64,85.44425,116,116_3,32,24.76246,10,-2730.251,63.61,0_55.95,116,116_2,49,26.51208,10,-2761.396,60.00,0_55.95,116,116_1,17,18.78806,10,-2709.199,57.62,0_55.95,116,116_1,9,32.75514,10,-2780.124,68.09,0_55.95,116,116_2,23,37.24253,10,-2787.902,69.79,0_55.95,116,116_3,7,9.600733,10,-2675.128,56.59,161_55.170,116,116_0,6,34.88763,10,-2813.658,64.66,0_55.95,116,116_1,38,43.21273,10,-2825.684,69.90,0_55.95,116,116_3,
9950,27.96103,10.02118,-2733.227,85.69255,116,116_3,32,24.47856,10,-2728.48,63.53,0_55.95,116,116_2,49,26.24425,10,-2759.725,60.00,0_55.95,116,116_1,17,18.53058,10,-2707.592,57.44,0_55.95,116,116_1,9,32.45105,10,-2778.227,68.09,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
10000,27.69052,10.0212,-2731.465,85.80888,116,116_3,32,24.27178,10,-2727.19,63.54,0_55.95,116,116_2,17,18.34341,10,-2706.424,57.57,0_55.95,116,116_1,49,26.04905,10,-2758.507,59.96,0_55.95,116,116_1,9,32.22952,10,-2776.844,68.06,0_55.95,116,116_2,23,36.70365,10,-2784.539,69.84,0_55.95,116,116_3,7,9.164434,10,-2672.398,56.63,161_55.170,116,116_0,6,34.38843,10,-2810.543,64.63,0_55.95,116,116_1,29,7.506351,10,-2642.805,57.64,0_55.95,116,116_1,
10050,27.44287,10.02129,-2729.871,85.91625,116,116_3,32,24.08482,10,-2726.023,63.54,0_55.95,116,116_2,17,18.17376,10,-2705.365,57.39,0_55.95,116,116_1,49,25.87267,10,-2757.407,59.97,0_55.95,116,116_1,9,32.02936,10,-2775.595,68.00,0_55.95,116,116_2,23,36.49842,10,-2783.259,69.84,0_55.95,116,116_3,7,8.998884,10,-2671.359,56.76,161_55.170,116,116_0,6,34.19839,10,-2809.357,64.54,0_55.95,116,116_1,29,7.3368,10,-2641.747,57.63,0_55.95,116,116_1,
10100,27.08267,10.02142,-2727.584,86.05941,116,116_3,32,23.81696,10,-2724.352,63.51,0_55.95,116,116_2,17,17.93137,10,-2703.853,57.58,0_55.95,116,116_1,49,25.61978,10,-2755.829,59.98,0_55.95,116,116_1,9,31.74263,10,-2773.806,68.00,0_55.95,116,116_2,23,36.20406,10,-2781.422,69.78,0_55.95,116,116_3,7,8.759925,10,-2669.867,56.62,161_55.170,116,116_0,6,33.92616,10,-2807.659,64.58,0_55.95,116,116_1,29,7.093794,10,-2640.23,57.63,0_55.95,116,116_1,
10150,26.83676,10.02153,-2726.043,86.14441,116,116_3,32,23.63664,10,-2723.227,63.61,0_55.95,116,116_2,17,17.76763,10,-2702.831,57.40,0_55.95,116,116_1,49,25.44958,10,-2754.767,59.98,0_55.95,116,116_1,9,31.54968,10,-2772.602,67.98,0_55.95,116,116_2,23,36.00591,10,-2780.186,69.81,0_55.95,116,116_3,7,8.600076,10,-2668.864,56.82,161_55.170,116,116_0,6,33.74295,10,-2806.516,64.55,0_55.95,116,116_1,29,6.930246,10,-2639.21,57.67,0_55.95,116,116_1,
10200,26.57174,10.02161,-2724.4,86.21823,116,116_3,32,23.44428,10,-2722.026,63.59,0_55.95,116,116_2,17,17.59391,10,-2701.747,57.53,0_55.95,116,116_1,49,25.26815,10,-2753.635,60.00,0_55.95,116,116_1,9,31.34402,10,-2771.319,68.04,0_55.95,116,116_2,23,35.79483,10,-2778.868,69.75,0_55.95,116,116_3,7,8.428404,10,-2667.792,56.67,161_55.170,116,116_0,6,33.54781,10,-2805.298,64.45,0_55.95,116,116_1,29,6.755831,10,-2638.122,57.66,0_55.95,116,116_1,
10250,26.17697,10.02169,-2721.982,86.31441,116,116_3,32,23.16154,10,-2720.262,63.55,0_55.95,116,116_2,17,17.33784,10,-2700.149,57.36,0_55.95,116,116_1,49,25.00143,10,-2751.97,60.00,0_55.95,116,116_1,9,31.04159,10,-2769.432,67.97,0_55.95,116,116_2,23,35.48459,10,-2776.933,69.81,0_55.95,116,116_3,7,8.177437,10,-2666.219,56.79,161_55.170,116,116_0,6,33.26115,10,-2803.509,64.46,0_55.95,116,116_1,29,6.499443,10,-2636.522,57.60,0_55.95,116,116_1,
10300,25.92335,10.02167,-2720.445,86.36811,116,116_3,32,22.98202,10,-2719.142,63.52,0_55.95,116,116_2,17,17.17555,10,-2699.137,57.54,0_55.95,116,116_1,49,24.83195,10,-2750.913,59.96,0_55.95,116,116_1,9,30.84962,10,-2768.234,67.91,0_55.95,116,116_2,23,35.28741,10,-2775.702,69.75,0_55.95,116,116_3,7,8.017206,10,-2665.219,56.64,161_55.170,116,116_0,6,33.07907,10,-2802.373,64.41,0_55.95,116,116_1,29,6.336612,10,-2635.506,57.67,0_55.95,116,116_1,
10350,25.51971,10.02157,-2718.021,86.44864,116,116_3,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
10400,25.25312,10.0215,-2716.431,86.47772,116,116_3,32,22.51329,10,-2716.217,63.61,0_55.95,116,116_2,17,16.75109,10,-2696.488,57.52,0_55.95,116,116_1,49,24.38963,10,-2748.153,59.99,0_55.95,116,116_1,9,30.34931,10,-2765.112,67.81,0_55.95,116,116_2,7,7.599936,10,-2662.609,56.70,161_55.170,116,116_0,23,34.77263,10,-2772.49,69.82,0_55.95,116,116_3,6,32.60416,10,-2799.41,64.35,0_55.95,116,116_1,29,5.911459,10,-2632.853,57.65,0_55.95,116,116_1,
10450,24.97451,10.02138,-2714.777,86.50232,116,116_3,32,22.32008,10,-2715.012,63.59,0_55.95,116,116_2,17,16.57598,10,-2695.396,57.68,0_55.95,116,116_1,49,24.20742,10,-2747.016,59.97,0_55.95,116,116_1,9,30.14308,10,-2763.825,67.90,0_55.95,116,116_2,7,7.428749,10,-2661.534,56.66,161_55.170,116,116_0,23,34.56053,10,-2771.167,69.81,0_55.95,116,116_3,6,32.40861,10,-2798.19,64.37,0_55.95,116,116_1,29,5.736261,10,-2631.76,57.68,0_55.95,116,116_1,
10500,24.55038,10.02128,-2712.268,86.52693,116,116_3,32,22.02723,10,-2713.184,63.53,0_55.95,116,116_2,17,16.31153,10,-2693.746,57.47,0_55.95,116,116_1,49,23.93111,10,-2745.292,59.99,0_55.95,116,116_1,9,29.83051,10,-2761.875,67.84,0_55.95,116,116_2,7,7.167475,10,-2659.903,56.67,161_55.170,116,116_0,23,34.23906,10,-2769.161,69.81,0_55.95,116,116_3,29,5.470828,10,-2630.103,57.65,0_55.95,116,116_1,6,32.11233,10,-2796.341,64.33,0_55.95,116,116_1,
10550,24.28076,10.02125,-2710.677,86.53364,116,116_3,32,21.84155,10,-2712.026,63.55,0_55.95,116,116_2,17,16.14328,10,-2692.696,57.32,0_55.95,116,116_1,49,23.75587,10,-2744.198,59.99,0_55.95,116,116_1,9,29.6326,10,-2760.64,67.80,0_55.95,116,116_2,7,7.002759,10,-2658.869,56.87,161_55.170,116,116_0,23,34.03513,10,-2767.888,69.76,0_55.95,116,116_3,29,5.302458,10,-2629.053,57.67,0_55.95,116,116_1,6,31.92459,10,-2795.169,64.29,0_55.95,116,116_1,
10600,24.01057,10.0213,-2709.084,86.5314,116,116_3,32,21.65561,10,-2710.865,63.60,0_55.95,116,116_2,17,15.9755,10,-2691.649,57.43,0_55.95,116,116_1,49,23.58038,10,-2743.104,59.99,0_55.95,116,116_1,9,29.43439,10,-2759.403,67.69,0_55.95,116,116_2,7,6.836606,10,-2657.833,56.73,161_55.170,116,116_0,23,33.83108,10,-2766.615,69.76,0_55.95,116,116_3,29,5.133773,10,-2628,57.67,0_55.95,116,116_1,6,31.73655,10,-2793.996,64.28,0_55.95,116,116_1,
10650,23.60629,10.02147,-2706.703,86.50232,116,116_3,32,21.37751,10,-2709.13,63.54,0_55.95,116,116_2,17,15.72367,10,-2690.077,57.76,0_55.95,116,116_1,49,23.31806,10,-2741.467,59.96,0_55.95,116,116_1,9,29.13826,10,-2757.555,67.76,0_55.95,116,116_2,7,6.590405,10,-2656.284,56.73,161_55.170,116,116_0,23,33.52584,10,-2764.711,69.76,0_55.95,116,116_3,29,4.881611,10,-2626.427,57.62,0_55.95,116,116_1,6,31.4554,10,-2792.242,64.25,0_55.95,116,116_1,
10700,23.30331,10.02165,-2704.921,86.45311,116,116_3,32,21.16939,10,-2707.832,63.55,0_55.95,116,116_2,17,15.53506,10,-2688.9,57.42,0_55.95,116,116_1,49,23.12162,10,-2740.241,59.99,0_55.95,116,116_1,9,28.91651,10,-2756.172,67.65,0_55.95,116,116_2,7,6.40568,10,-2655.123,56.87,161_55.170,116,116_0,23,33.29733,10,-2763.285,69.79,0_55.95,116,116_3,29,4.692938,10,-2625.25,57.59,0_55.95,116,116_1,6,31.24509,10,-2790.929,64.18,0_55.95,116,116_1,
10750,23.02832,10.02175,-2703.305,86.42179,116,116_3,32,20.98047,10,-2706.653,62.94,0_55.95,116,116_2,17,15.36417,10,-2687.834,57.71,0_55.95,116,116_1,49,22.94341,10,-2739.129,59.96,0_55.95,116,116_1,9,28.71544,10,-2754.917,67.67,0_55.95,116,116_2,7,6.237156,10,-2654.071,56.78,161_55.170,116,116_0,23,33.09,10,-2761.991,69.84,0_55.95,116,116_3,29,4.521718,10,-2624.181,57.64,0_55.95,116,116_1,6,31.05441,10,-2789.74,64.21,0_55.95,116,116_1,
10800,22.63627,10.02183,-2701.007,86.37482,116,116_3,32,20.71566,10,-2705,62.28,0_55.95,116,116_2,17,15.12086,10,-2686.316,57.38,0_55.95,116,116_1,49,22.68989,10,-2737.547,59.99,0_55.95,116,116_1,7,5.997814,10,-2652.571,56.94,161_55.170,116,116_0,9,28.43,10,-2753.136,67.34,0_55.95,116,116_2,23,32.79485,10,-2760.149,69.80,0_55.95,116,116_3,29,4.27812,10,-2622.661,57.62,0_55.95,116,116_1,6,30.78306,10,-2788.046,64.17,0_55.95,116,116_1,
10850,22.33989,10.02178,-2699.274,86.34573,116,116_3,32,20.51916,10,-2703.774,60.95,0_55.95,116,116_2,17,14.93772,10,-2685.173,57.15,0_55.95,116,116_1,49,22.49866,10,-2736.354,60.00,0_55.95,116,116_1,7,5.817279,10,-2651.445,56.28,161_55.170,116,116_0,9,28.2163,10,-2751.802,66.68,0_55.95,116,116_2,23,32.57238,10,-2758.761,69.80,0_55.95,116,116_3,29,4.094324,10,-2621.514,57.60,0_55.95,116,116_1,6,30.5786,10,-2786.771,64.08,0_55.95,116,116_1,
10900,22.08264,10.02174,-2697.775,86.31218,116,116_3,32,20.35146,10,-2702.728,60.29,0_55.95,116,116_2,17,14.78022,10,-2684.19,56.82,0_55.95,116,116_1,49,22.33304,10,-2735.32,59.99,0_55.95,116,116_1,7,5.662202,10,-2650.477,55.95,161_55.170,116,116_0,9,28.03251,10,-2750.656,66.35,0_55.95,116,116_2,23,32.37968,10,-2757.559,69.80,0_55.95,116,116_3,29,3.93528,10,-2620.522,57.65,0_55.95,116,116_1,6,30.40167,10,-2785.667,64.11,0_55.95,116,116_1,
10950,21.68092,10.02166,-2695.441,86.26968,116,116_3,32,20.09445,10,-2701.124,58.96,0_55.95,116,116_2,17,14.53701,10,-2682.673,56.16,0_55.95,116,116_1,49,22.07596,10,-2733.716,59.49,0_55.95,116,116_1,7,5.422764,10,-2648.983,55.28,161_55.170,116,116_0,9,27.74835,10,-2748.883,65.68,0_55.95,116,116_2,23,32.07967,10,-2755.687,69.76,0_55.95,116,116_3,29,3.68746,10,-2618.976,57.66,0_55.95,116,116_1,6,30.12627,10,-2783.948,63.85,0_55.95,116,116_1,
11000,21.42465,10.02166,-2693.958,86.24284,116,116_3,32,19.93384,10,-2700.122,58.29,0_55.95,116,116_2,17,14.38377,10,-2681.717,55.83,0_55.95,116,116_1,49,21.91353,10,-2732.702,59.24,0_55.95,116,116_1,7,5.271913,10,-2648.042,54.95,161_55.170,116,116_0,9,27.56907,10,-2747.764,65.35,0_55.95,116,116_2,23,31.88887,10,-2754.497,69.84,0_55.95,116,116_3,29,3.52982,10,-2617.992,57.66,0_55.95,116,116_1,6,29.95192,10,-2782.86,63.61,0_55.95,116,116_1,
11050,20.99817,10.02168,-2691.497,86.20481,116,116_3,32,19.67191,10,-2698.488,56.96,0_55.95,116,116_2,17,14.13175,10,-2680.144,55.16,0_55.95,116,116_1,49,21.64574,10,-2731.031,58.72,0_55.95,116,116_1,7,5.023877,10,-2646.494,54.28,161_55.170,116,116_0,9,27.27384,10,-2745.922,64.68,0_55.95,116,116_2,23,31.57227,10,-2752.521,69.77,0_55.95,116,116_3,29,3.268258,10,-2616.36,57.65,0_55.95,116,116_1,6,29.66411,10,-2781.064,63.22,0_55.95,116,116_1,
11100,20.71132,10.02175,-2689.846,86.16232,116,116_3,32,19.49936,10,-2697.411,56.30,0_55.95,116,116_2,17,13.96421,10,-2679.099,54.83,0_55.95,116,116_1,49,21.46726,10,-2729.918,58.46,0_55.95,116,116_1,7,4.859011,10,-2645.466,53.95,161_55.170,116,116_0,9,27.0773,10,-2744.696,64.35,0_55.95,116,116_2,23,31.35975,10,-2751.195,69.77,0_55.95,116,116_3,29,3.092707,10,-2615.264,57.62,0_55.95,116,116_1,6,29.47197,10,-2779.866,62.92,0_55.95,116,116_1,
11150,20.33352,10.02185,-2687.674,86.1377,116,116_3,32,19.27629,10,-2696.019,54.97,0_55.95,116,116_2,17,13.74532,10,-2677.733,54.68,0_55.95,116,116_1,49,21.23399,10,-2728.462,57.93,0_55.95,116,116_1,7,4.644104,10,-2644.122,53.77,161_55.170,116,116_0,9,26.82065,10,-2743.094,63.69,0_55.95,116,116_2,23,31.07996,10,-2749.449,69.80,0_55.95,116,116_3,29,2.861728,10,-2613.823,57.63,0_55.95,116,116_1,6,29.22063,10,-2778.297,62.46,0_55.95,116,116_1,
11200,20.03859,10.02193,-2685.978,86.09743,116,116_3,32,19.10518,10,-2694.951,54.31,0_55.95,116,116_2,17,13.5738,10,-2676.663,54.84,0_55.95,116,116_1,49,21.05244,10,-2727.33,57.99,0_55.95,116,116_1,7,4.477741,10,-2643.069,53.90,161_55.170,116,116_0,9,26.6217,10,-2741.853,63.36,0_55.95,116,116_2,23,30.86139,10,-2748.085,69.77,0_55.95,116,116_3,29,2.68127,10,-2612.697,57.60,0_55.95,116,116_1,6,29.02534,10,-2777.079,62.25,0_55.95,116,116_1,
11250,19.76635,10.02196,-2684.41,86.07283,116,116_3,32,18.94935,10,-2693.979,53.64,0_55.95,116,116_2,17,13.41467,10,-2675.67,55.00,0_55.95,116,116_1,49,20.88432,10,-2726.28,58.08,0_55.95,116,116_1,7,4.325137,10,-2642.093,54.02,161_55.170,116,116_0,9,26.43896,10,-2740.712,63.02,0_55.95,116,116_2,23,30.65939,10,-2746.825,69.75,0_55.95,116,116_3,29,2.514313,10,-2611.656,57.68,0_55.95,116,116_1,6,28.84505,10,-2775.954,62.27,0_55.95,116,116_1,
11300,19.34452,10.02198,-2681.974,86.03256,116,116_3,17,13.16601,10,-2674.118,55.33,0_55.95,116,116_1,32,18.71206,10,-2692.498,52.31,0_55.95,116,116_2,49,20.62237,10,-2724.646,58.23,0_55.95,116,116_1,7,4.090543,10,-2640.57,54.23,161_55.170,116,116_0,9,26.15738,10,-2738.955,62.35,0_55.95,116,116_2,23,30.34524,10,-2744.865,69.79,0_55.95,116,116_3,29,2.254891,10,-2610.036,57.62,0_55.95,116,116_1,6,28.56439,10,-2774.202,62.37,0_55.95,116,116_1,
11350,19.05775,10.02194,-2680.311,86.00797,116,116_3,17,12.99538,10,-2673.053,55.68,0_55.95,116,116_1,32,18.55331,10,-2691.508,50.98,0_55.95,116,116_2,49,20.44308,10,-2723.527,58.40,0_55.95,116,116_1,7,3.932003,10,-2639.526,54.52,161_55.170,116,116_0,9,25.96678,10,-2737.766,61.67,0_55.95,116,116_2,23,30.13077,10,-2743.527,69.80,0_55.95,116,116_3,29,2.077814,10,-2608.932,57.58,0_55.95,116,116_1,6,28.37253,10,-2773.005,62.24,0_55.95,116,116_1,
11400,18.66224,10.02189,-2678.004,85.96993,116,116_3,17,12.75906,10,-2671.57,55.79,0_55.95,116,116_1,32,18.33748,10,-2690.161,50.32,0_55.95,116,116_2,7,3.71427,10,-2638.072,54.63,161_55.170,116,116_0,49,20.19395,10,-2721.973,58.46,0_55.95,116,116_1,9,25.70466,10,-2736.131,61.32,0_55.95,116,116_2,23,29.83312,10,-2741.67,69.82,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
11450,18.40182,10.02186,-2676.475,85.94533,116,116_3,17,12.60384,10,-2670.583,56.07,0_55.95,116,116_1,32,18.19742,10,-2689.287,48.99,0_55.95,116,116_2,7,3.571306,10,-2637.104,54.90,161_55.170,116,116_0,49,20.02841,10,-2720.94,58.64,0_55.95,116,116_1,9,25.53245,10,-2735.056,60.63,0_55.95,116,116_2,23,29.63592,10,-2740.439,69.79,0_55.95,116,116_3,29,1.669296,10,-2606.383,57.63,0_55.95,116,116_1,6,27.93371,10,-2770.267,61.35,0_55.95,116,116_1,
11500,18.121,10.02185,-2674.817,85.91849,116,116_3,17,12.43459,10,-2669.513,55.74,0_55.95,116,116_1,32,18.04707,10,-2688.349,49.13,0_55.95,116,116_2,7,3.411821,10,-2636.057,54.24,161_55.170,116,116_0,49,19.84856,10,-2719.818,58.71,0_55.95,116,116_1,9,25.34702,10,-2733.899,60.28,0_55.95,116,116_2,23,29.42202,10,-2739.104,69.75,0_55.95,116,116_3,29,1.492595,10,-2605.28,57.66,0_55.95,116,116_1,6,27.746,10,-2769.096,61.05,0_55.95,116,116_1,
11550,17.7386,10.02185,-2672.543,85.88046,116,116_3,17,12.20146,10,-2668.058,55.08,0_55.95,116,116_1,32,17.83979,10,-2687.056,49.45,0_55.95,116,116_2,7,3.18628,10,-2634.65,52.91,161_55.170,116,116_0,49,19.60186,10,-2718.278,58.46,0_55.95,116,116_1,9,25.09486,10,-2732.326,59.59,0_55.95,116,116_2,23,29.12871,10,-2737.274,69.77,0_55.95,116,116_3,29,1.250345,10,-2603.769,57.62,0_55.95,116,116_1,6,27.49042,10,-2767.501,60.45,0_55.95,116,116_1,
11600,17.47633,10.02188,-2670.972,85.85585,116,116_3,17,12.04183,10,-2667.062,54.75,0_55.95,116,116_1,32,17.69591,10,-2686.158,49.58,0_55.95,116,116_2,7,3.033288,10,-2633.695,52.32,161_55.170,116,116_0,49,19.43234,10,-2717.22,58.17,0_55.95,116,116_1,9,24.92212,10,-2731.248,59.26,0_55.95,116,116_2,23,28.92595,10,-2736.009,69.77,0_55.95,116,116_3,29,1.082821,10,-2602.723,57.67,0_55.95,116,116_1,6,27.31512,10,-2766.407,60.16,0_55.95,116,116_1,
11650,17.08088,10.02194,-2668.585,85.80664,116,116_3,17,11.8016,10,-2665.563,54.08,0_55.95,116,116_1,32,17.47622,10,-2684.787,49.91,0_55.95,116,116_2,7,2.80377,10,-2632.263,51.65,161_55.170,116,116_0,49,19.17661,10,-2715.625,57.70,0_55.95,116,116_1,9,24.66198,10,-2729.624,58.59,0_55.95,116,116_2,23,28.6179,10,-2734.087,69.77,0_55.95,116,116_3,29,0.8282827,10,-2601.135,57.67,0_55.95,116,116_1,6,27.05079,10,-2764.758,59.58,0_55.95,116,116_1,
11700,16.79545,10.02197,-2666.85,85.78426,116,116_3,17,11.62851,10,-2664.483,53.75,0_55.95,116,116_1,32,17.31555,10,-2683.784,50.09,0_55.95,116,116_2,7,2.638479,10,-2631.232,51.32,161_55.170,116,116_0,49,18.99178,10,-2714.471,57.43,0_55.95,116,116_1,9,24.4744,10,-2728.454,58.26,0_55.95,116,116_2,23,28.39373,10,-2732.688,69.79,0_55.95,116,116_3,29,0.643165,10,-2599.98,57.60,0_55.95,116,116_1,6,26.85993,10,-2763.567,59.30,0_55.95,116,116_1,
11750,16.56507,10.02199,-2665.441,85.7619,116,116_3,17,11.48913,10,-2663.614,53.42,0_55.95,116,116_1,32,17.18464,10,-2682.968,50.24,0_55.95,116,116_2,7,2.505423,10,-2630.402,50.99,161_55.170,116,116_0,49,18.8426,10,-2713.541,57.19,0_55.95,116,116_1,9,24.32326,10,-2727.511,57.93,0_55.95,116,116_2,23,28.21183,10,-2731.553,69.77,0_55.95,116,116_3,29,0.4930274,10,-2599.043,57.59,0_55.95,116,116_1,6,26.70598,10,-2762.606,59.01,0_55.95,116,116_1,
11800,16.18742,10.02202,-2663.117,85.72611,116,116_3,17,11.26137,10,-2662.192,52.75,0_55.95,116,116_1,32,16.96783,10,-2681.615,50.49,0_55.95,116,116_2,7,2.288107,10,-2629.045,50.33,161_55.170,116,116_0,49,18.59824,10,-2712.016,56.65,0_55.95,116,116_1,9,24.07611,10,-2725.969,57.26,0_55.95,116,116_2,29,0.2451116,10,-2597.496,57.62,0_55.95,116,116_1,23,27.91169,10,-2729.68,69.76,0_55.95,116,116_3,6,26.45387,10,-2761.033,58.44,0_55.95,116,116_1,
11850,15.93617,10.02202,-2661.562,85.70374,116,116_3,17,11.11033,10,-2661.25,52.09,0_55.95,116,116_1,32,16.82222,10,-2680.706,50.74,0_55.95,116,116_2,7,2.14405,10,-2628.147,49.66,161_55.170,116,116_0,49,18.43576,10,-2711.002,56.15,0_55.95,116,116_1,9,23.91208,10,-2724.945,56.60,0_55.95,116,116_2,29,0.07920944,10,-2596.461,57.64,0_55.95,116,116_1,23,27.71082,10,-2728.427,69.79,0_55.95,116,116_3,6,26.28632,10,-2759.988,57.87,0_55.95,116,116_1,
