time_ms,EgoPosition_x,EgoPosition_y,EgoPosition_z,EgoSpeed,EgoRoadID,EgoLaneID,SV_0_ID,SV_0_pos_x,SV_0_pos_y,SV_0_pos_z,SV_0_speed,SV_0_routeID,SV_0_roadID,SV_0_laneID,SV_1_ID,SV_1_pos_x,SV_1_pos_y,SV_1_pos_z,SV_1_speed,SV_1_routeID,SV_1_roadID,SV_1_laneID,SV_2_ID,SV_2_pos_x,SV_2_pos_y,SV_2_pos_z,SV_2_speed,SV_2_routeID,SV_2_roadID,SV_2_laneID,SV_3_ID,SV_3_pos_x,SV_3_pos_y,SV_3_pos_z,SV_3_speed,SV_3_routeID,SV_3_roadID,SV_3_laneID,SV_4_ID,SV_4_pos_x,SV_4_pos_y,SV_4_pos_z,SV_4_speed,SV_4_routeID,SV_4_roadID,SV_4_laneID,SV_5_ID,SV_5_pos_x,SV_5_pos_y,SV_5_pos_z,SV_5_speed,SV_5_routeID,SV_5_roadID,SV_5_laneID,SV_6_ID,SV_6_pos_x,SV_6_pos_y,SV_6_pos_z,SV_6_speed,SV_6_routeID,SV_6_roadID,SV_6_laneID,SV_7_ID,SV_7_pos_x,SV_7_pos_y,SV_7_pos_z,SV_7_speed,SV_7_routeID,SV_7_roadID,SV_7_laneID,
11900,15.5401,10.02199,-2659.097,85.67018,116,116_3,17,10.87331,10,-2659.771,51.76,0_55.95,116,116_1,32,16.5902,10,-2679.258,50.91,0_55.95,116,116_2,7,1.918104,10,-2626.737,49.33,161_55.170,116,116_0,49,18.18002,10,-2709.406,55.89,0_55.95,116,116_1,9,23.65447,10,-2723.338,56.27,0_55.95,116,116_2,29,-0.1838122,10,-2594.82,57.59,0_55.95,116,116_1,23,27.39219,10,-2726.439,69.81,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
11950,15.31482,10.02197,-2657.688,85.65005,116,116_3,17,10.73918,10,-2658.934,51.09,0_55.95,116,116_1,32,16.45704,10,-2678.427,51.15,0_55.95,116,116_2,7,1.790315,10,-2625.939,48.66,161_55.170,116,116_0,49,18.03488,10,-2708.5,55.37,0_55.95,116,116_1,9,23.50754,10,-2722.421,56.31,0_55.95,116,116_2,29,-0.3342225,10,-2593.881,57.60,0_55.95,116,116_1,23,27.21006,10,-2725.303,69.79,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12000,14.93034,10.02189,-2655.272,85.62097,116,116_3,17,10.51218,10,-2657.518,49.76,0_55.95,116,116_1,32,16.22786,10,-2676.998,51.41,0_55.95,116,116_2,7,1.57333,10,-2624.586,48.50,161_55.170,116,116_0,49,17.78771,10,-2706.958,54.84,0_55.95,116,116_1,29,-0.5920755,10,-2592.272,57.63,0_55.95,116,116_1,9,23.25537,10,-2720.848,56.54,0_55.95,116,116_2,23,26.89789,10,-2723.354,69.77,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12050,14.68451,10.02186,-2653.722,85.60084,116,116_3,17,10.3696,10,-2656.628,49.10,0_55.95,116,116_1,32,16.08007,10,-2676.075,51.58,0_55.95,116,116_2,7,1.435472,10,-2623.716,48.62,161_55.170,116,116_0,49,17.63033,10,-2705.976,54.55,0_55.95,116,116_1,29,-0.7576381,10,-2591.239,57.63,0_55.95,116,116_1,9,23.09291,10,-2719.834,56.61,0_55.95,116,116_2,23,26.69745,10,-2722.104,69.78,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12100,14.41754,10.02181,-2652.033,85.5807,116,116_3,17,10.21688,10,-2655.675,48.43,0_55.95,116,116_1,32,15.91848,10,-2675.067,51.72,0_55.95,116,116_2,7,1.286619,10,-2622.765,48.75,161_55.170,116,116_0,49,17.46006,10,-2704.914,54.25,0_55.95,116,116_1,29,-0.9379761,10,-2590.114,57.64,0_55.95,116,116_1,9,22.91565,10,-2718.728,56.70,0_55.95,116,116_2,23,26.4791,10,-2720.742,69.78,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12150,14.04907,10.02179,-2649.695,85.54268,116,116_3,17,10.00984,10,-2654.383,47.11,0_55.95,116,116_1,32,15.69368,10,-2673.664,52.00,0_55.95,116,116_2,7,1.082658,10,-2621.441,49.00,161_55.170,116,116_0,49,17.22619,10,-2703.455,53.66,0_55.95,116,116_1,29,-1.187733,10,-2588.556,57.66,0_55.95,116,116_1,9,22.6695,10,-2717.192,56.85,0_55.95,116,116_2,23,26.1765,10,-2718.854,69.84,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12200,13.79983,10.02174,-2648.109,85.52479,116,116_3,17,9.872442,10,-2653.526,46.44,0_55.95,116,116_1,32,15.54058,10,-2672.709,52.14,0_55.95,116,116_2,7,0.9457977,10,-2620.539,49.19,161_55.170,116,116_0,49,17.06892,10,-2702.473,53.36,0_55.95,116,116_1,29,-1.357151,10,-2587.498,57.60,0_55.95,116,116_1,9,22.50223,10,-2716.148,56.94,0_55.95,116,116_2,23,25.97132,10,-2717.573,69.75,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12250,13.44589,10.02174,-2645.851,85.4957,116,116_3,17,9.681123,10,-2652.332,45.11,0_55.95,116,116_1,32,15.32153,10,-2671.342,52.44,0_55.95,116,116_2,7,0.7529678,10,-2619.249,49.45,161_55.170,116,116_0,49,16.84691,10,-2701.088,52.77,0_55.95,116,116_1,29,-1.598438,10,-2585.993,57.65,0_55.95,116,116_1,9,22.26346,10,-2714.658,57.13,0_55.95,116,116_2,23,25.67911,10,-2715.75,69.80,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12300,13.19389,10.02171,-2644.241,85.47781,116,116_3,17,9.547568,10,-2651.499,44.45,0_55.95,116,116_1,32,15.16464,10,-2670.363,52.58,0_55.95,116,116_2,7,0.6168234,10,-2618.323,49.60,161_55.170,116,116_0,49,16.6898,10,-2700.108,52.48,0_55.95,116,116_1,29,-1.770615,10,-2584.918,57.64,0_55.95,116,116_1,9,22.09268,10,-2713.592,57.20,0_55.95,116,116_2,23,25.47065,10,-2714.449,69.78,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12350,12.91243,10.02171,-2642.439,85.45991,116,116_3,17,9.401164,10,-2650.585,43.12,0_55.95,116,116_1,32,14.98834,10,-2669.263,52.86,0_55.95,116,116_2,7,0.4660082,10,-2617.284,49.85,161_55.170,116,116_0,49,16.51534,10,-2699.019,51.89,0_55.95,116,116_1,29,-1.963216,10,-2583.717,57.61,0_55.95,116,116_1,9,21.90111,10,-2712.397,57.35,0_55.95,116,116_2,23,25.23742,10,-2712.994,69.78,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12400,12.5701,10.02168,-2640.242,85.43307,116,116_3,17,9.226899,10,-2649.498,42.45,0_55.95,116,116_1,7,0.2842055,10,-2616.01,50.00,161_55.170,116,116_0,32,14.77263,10,-2667.917,52.98,0_55.95,116,116_2,49,16.30451,10,-2697.703,51.59,0_55.95,116,116_1,29,-2.198029,10,-2582.251,57.61,0_55.95,116,116_1,9,21.66718,10,-2710.938,57.43,0_55.95,116,116_2,23,24.95289,10,-2711.219,69.84,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12450,12.34169,10.02168,-2638.774,85.41517,116,116_3,17,9.113119,10,-2648.787,41.13,0_55.95,116,116_1,7,0.164038,10,-2615.156,50.23,161_55.170,116,116_0,32,14.62774,10,-2667.013,53.28,0_55.95,116,116_2,49,16.16476,10,-2696.831,51.00,0_55.95,116,116_1,29,-2.355138,10,-2581.271,57.64,0_55.95,116,116_1,9,21.51033,10,-2709.959,57.66,0_55.95,116,116_2,23,24.76278,10,-2710.032,69.77,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12500,12.09784,10.02166,-2637.205,85.39728,116,116_3,17,8.993866,10,-2648.043,40.46,0_55.95,116,116_1,7,0.03680176,10,-2614.239,50.35,161_55.170,116,116_0,32,14.47238,10,-2666.043,53.44,0_55.95,116,116_2,29,-2.523055,10,-2580.223,57.61,0_55.95,116,116_1,49,16.01642,10,-2695.906,50.71,0_55.95,116,116_1,9,21.34228,10,-2708.91,57.72,0_55.95,116,116_2,23,24.5595,10,-2708.764,69.78,0_55.95,116,116_3,0,0,0,0,-99.00,-99,-99,-99,
12550,11.70942,10.02166,-2634.7,85.37491,116,116_3,17,8.808376,10,-2646.886,39.13,0_55.95,116,116_1,7,-0.1639069,10,-2612.768,50.69,161_55.170,116,116_0,32,14.22323,10,-2664.489,53.76,0_55.95,116,116_2,29,-2.791088,10,-2578.551,57.64,0_55.95,116,116_1,49,15.78181,10,-2694.442,50.12,0_55.95,116,116_1,23,24.23499,10,-2706.739,69.81,0_55.95,116,116_3,9,21.07352,10,-2707.233,57.95,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12600,11.47946,10.02164,-2633.214,85.35925,116,116_3,17,8.701279,10,-2646.218,38.47,0_55.95,116,116_1,7,-0.2816588,10,-2611.891,50.83,161_55.170,116,116_0,32,14.07475,10,-2663.563,53.91,0_55.95,116,116_2,29,-2.950024,10,-2577.559,57.61,0_55.95,116,116_1,49,15.64396,10,-2693.582,49.82,0_55.95,116,116_1,23,24.0425,10,-2705.538,69.77,0_55.95,116,116_3,9,20.91364,10,-2706.236,57.99,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12650,11.12545,10.02166,-2630.924,85.33464,116,116_3,17,8.539593,10,-2645.209,37.97,0_55.95,116,116_1,7,-0.4613512,10,-2610.532,51.14,161_55.170,116,116_0,32,13.84485,10,-2662.128,54.19,0_55.95,116,116_2,29,-3.195146,10,-2576.029,57.61,0_55.95,116,116_1,49,15.43324,10,-2692.267,49.22,0_55.95,116,116_1,23,23.74554,10,-2703.685,69.82,0_55.95,116,116_3,9,20.66651,10,-2704.694,58.17,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12700,10.89874,10.02164,-2629.456,85.31675,116,116_3,17,8.435837,10,-2644.562,38.15,0_55.95,116,116_1,7,-0.5752648,10,-2609.656,51.33,161_55.170,116,116_0,32,13.69691,10,-2661.205,54.34,0_55.95,116,116_2,29,-3.352247,10,-2575.049,57.62,0_55.95,116,116_1,49,15.29941,10,-2691.432,48.92,0_55.95,116,116_1,23,23.55521,10,-2702.498,69.79,0_55.95,116,116_3,9,20.50773,10,-2703.703,58.30,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12750,10.53671,10.02168,-2627.11,85.29438,116,116_3,17,8.269032,10,-2643.521,38.38,0_55.95,116,116_1,7,-0.7554052,10,-2608.249,51.59,161_55.170,116,116_0,32,13.45954,10,-2659.724,54.60,0_55.95,116,116_2,29,-3.60396,10,-2573.482,57.63,0_55.95,:115_0,:115_0_0,49,15.08741,10,-2690.109,48.33,0_55.95,116,116_1,23,23.2511,10,-2700.6,69.77,0_55.95,116,116_3,9,20.25316,10,-2702.114,58.52,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12800,10.31897,10.02167,-2625.698,85.27649,116,116_3,17,8.16819,10,-2642.892,38.48,0_55.95,116,116_1,7,-0.8625561,10,-2607.398,51.75,161_55.170,116,116_0,32,13.31603,10,-2658.828,54.79,0_55.95,116,116_2,29,-3.759465,10,-2572.538,57.63,0_55.95,:115_0,:115_0_0,49,14.96095,10,-2689.32,48.03,0_55.95,116,116_1,23,23.06803,10,-2699.458,69.75,0_55.95,116,116_3,9,20.09951,10,-2701.156,58.59,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12850,9.950466,10.02171,-2623.307,85.24069,116,116_3,17,7.996686,10,-2641.821,38.71,0_55.95,116,116_1,7,-1.041856,10,-2605.951,52.02,161_55.170,116,116_0,32,13.07202,10,-2657.306,55.03,0_55.95,116,116_2,29,-4.028027,10,-2570.938,57.66,0_55.95,:115_0,:115_0_0,49,14.74876,10,-2687.996,47.44,0_55.95,116,116_1,23,22.75793,10,-2697.523,69.82,0_55.95,116,116_3,9,19.83859,10,-2699.528,58.76,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12900,9.718075,10.02171,-2621.8,85.22503,116,116_3,17,7.888014,10,-2641.143,38.83,0_55.95,116,116_1,7,-1.153501,10,-2605.035,52.14,161_55.170,116,116_0,32,12.91765,10,-2656.342,55.13,0_55.95,116,116_2,29,-4.19729,10,-2569.931,57.60,0_55.95,:115_0,:115_0_0,49,14.61623,10,-2687.169,47.15,0_55.95,116,116_1,23,22.56234,10,-2696.302,69.76,0_55.95,116,116_3,9,19.67378,10,-2698.499,58.85,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
12950,9.348553,10.02172,-2619.404,85.20267,116,116_3,7,-1.328919,10,-2603.57,52.47,161_55.170,116,116_0,17,7.714304,10,-2640.059,39.11,0_55.95,116,116_1,32,12.67114,10,-2654.804,55.44,0_55.95,116,116_2,29,-4.468043,10,-2568.328,57.62,0_55.95,:115_0,:115_0_0,49,14.4075,10,-2685.866,46.56,0_55.95,116,116_1,23,22.25117,10,-2694.361,69.83,0_55.95,116,116_3,9,19.41093,10,-2696.859,59.03,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13000,9.085278,10.02171,-2617.698,85.187,116,116_3,7,-1.452194,10,-2602.523,52.58,161_55.170,116,116_0,17,7.58992,10,-2639.283,39.24,0_55.95,116,116_1,32,12.49492,10,-2653.705,55.58,0_55.95,116,116_2,29,-4.661786,10,-2567.187,57.62,0_55.95,:115_0,:115_0_0,49,14.26038,10,-2684.948,46.26,0_55.95,116,116_1,23,22.02958,10,-2692.978,69.82,0_55.95,116,116_3,9,19.22328,10,-2695.688,59.19,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13050,8.854321,10.02172,-2616.203,85.17135,116,116_3,7,-1.559152,10,-2601.6,52.91,161_55.170,116,116_0,17,7.480253,10,-2638.599,39.60,0_55.95,116,116_1,32,12.33998,10,-2652.738,55.81,0_55.95,116,116_2,29,-4.831717,10,-2566.186,57.61,0_55.95,:115_0,:115_0_0,49,14.13241,10,-2684.15,45.89,0_55.95,116,116_1,23,21.83542,10,-2691.767,69.83,0_55.95,116,116_3,9,19.05844,10,-2694.659,59.32,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13100,8.510586,10.02173,-2613.979,85.14897,116,116_3,7,-1.716368,10,-2600.221,53.10,161_55.170,116,116_0,17,7.316118,10,-2637.575,39.72,0_55.95,116,116_1,32,12.10876,10,-2651.295,55.93,0_55.95,116,116_2,29,-5.084468,10,-2564.698,57.65,0_55.95,:115_0,:115_0_0,49,13.94236,10,-2682.964,45.95,0_55.95,116,116_1,23,21.54655,10,-2689.964,69.76,0_55.95,116,116_3,9,18.81276,10,-2693.126,59.40,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13150,8.256054,10.02175,-2612.336,85.13332,116,116_3,7,-1.831237,10,-2599.196,53.41,161_55.170,116,116_0,17,7.194217,10,-2636.814,39.99,0_55.95,116,116_1,32,11.93717,10,-2650.224,56.22,0_55.95,116,116_2,29,-5.271241,10,-2563.598,57.65,0_55.95,:115_0,:115_0_0,49,13.80166,10,-2682.086,46.02,0_55.95,116,116_1,23,21.33307,10,-2688.632,69.81,0_55.95,116,116_3,9,18.63074,10,-2691.99,59.56,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13200,7.903393,10.02177,-2610.063,85.11095,116,116_3,7,-1.988084,10,-2597.773,53.51,161_55.170,116,116_0,17,7.024514,10,-2635.755,40.16,0_55.95,116,116_1,32,11.69887,10,-2648.738,56.34,0_55.95,116,116_2,29,-5.529741,10,-2562.075,57.60,0_55.95,:115_0,:115_0_0,49,13.60666,10,-2680.869,46.09,0_55.95,116,116_1,23,21.03745,10,-2686.788,69.84,0_55.95,116,116_3,9,18.37834,10,-2690.416,59.66,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13250,7.672237,10.0218,-2608.576,85.09753,116,116_3,7,-2.089256,10,-2596.837,53.85,161_55.170,116,116_0,17,6.912722,10,-2635.058,40.51,0_55.95,116,116_1,32,11.5423,10,-2647.76,56.65,0_55.95,116,116_2,29,-5.698843,10,-2561.079,57.61,0_55.95,:115_0,:115_0_0,49,13.47883,10,-2680.072,46.21,0_55.95,116,116_1,23,20.84417,10,-2685.582,69.83,0_55.95,116,116_3,9,18.2129,10,-2689.384,59.87,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13300,7.314098,10.02179,-2606.277,85.07964,116,116_3,7,-2.24398,10,-2595.383,54.18,161_55.170,116,116_0,17,6.7388,10,-2633.972,40.55,0_55.95,116,116_1,32,11.29929,10,-2646.244,56.91,0_55.95,116,116_2,29,-5.960281,10,-2559.54,57.60,0_55.95,:115_0,:115_0_0,49,13.28077,10,-2678.836,46.33,0_55.95,116,116_1,23,20.54511,10,-2683.716,69.75,0_55.95,116,116_3,9,17.95615,10,-2687.781,60.05,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13350,7.064602,10.02179,-2604.68,85.06844,116,116_3,7,-2.350077,10,-2594.367,54.37,161_55.170,116,116_0,17,6.618241,10,-2633.22,40.28,0_55.95,116,116_1,32,11.12971,10,-2645.186,57.08,0_55.95,116,116_2,29,-6.142031,10,-2558.47,57.62,0_55.95,:115_0,:115_0_0,49,13.14284,10,-2677.975,46.30,0_55.95,116,116_1,23,20.33739,10,-2682.419,69.79,0_55.95,116,116_3,9,17.77725,10,-2686.665,60.17,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13400,6.705242,10.02176,-2602.385,85.05055,116,116_3,7,-2.500743,10,-2592.899,54.72,161_55.170,116,116_0,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
13450,6.467129,10.02178,-2600.868,85.03713,116,116_3,7,-2.599002,10,-2591.924,54.85,161_55.170,116,116_0,17,6.334517,10,-2631.45,39.48,0_55.95,116,116_1,32,10.72264,10,-2642.646,57.54,0_55.95,116,116_2,29,-6.575936,10,-2555.914,57.60,0_55.95,:115_0,:115_0_0,49,12.81563,10,-2675.934,45.73,0_55.95,116,116_1,23,19.84157,10,-2679.326,69.76,0_55.95,116,116_3,9,17.3486,10,-2683.99,60.52,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13500,6.218075,10.02179,-2599.286,85.01923,116,116_3,7,-2.700425,10,-2590.903,54.97,161_55.170,116,116_0,17,6.218381,10,-2630.725,39.22,0_55.95,116,116_1,32,10.55269,10,-2641.585,57.67,0_55.95,116,116_2,29,-6.756052,10,-2554.854,57.63,0_55.95,:115_0,:115_0_0,49,12.68105,10,-2675.094,45.48,0_55.95,116,116_1,23,19.63575,10,-2678.042,69.76,0_55.95,116,116_3,9,17.16987,10,-2682.875,60.64,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13550,5.823147,10.02183,-2596.786,84.98344,116,116_3,7,-2.861504,10,-2589.283,55.23,161_55.170,116,116_0,17,6.036718,10,-2629.592,38.69,0_55.95,116,116_1,32,10.28274,10,-2639.901,57.98,0_55.95,116,116_2,29,-7.040993,10,-2553.175,57.66,0_55.95,:115_0,:115_0_0,49,12.4698,10,-2673.775,45.10,0_55.95,116,116_1,23,19.31002,10,-2676.009,69.80,0_55.95,116,116_3,9,16.88645,10,-2681.107,60.81,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13600,5.57716,10.02181,-2595.234,84.96779,116,116_3,7,-2.963973,10,-2588.273,55.39,161_55.170,116,116_0,17,5.92513,10,-2628.895,38.43,0_55.95,116,116_1,32,10.11445,10,-2638.851,58.14,0_55.95,116,116_2,29,-7.217972,10,-2552.133,57.64,0_55.95,:115_0,:115_0_0,49,12.33957,10,-2672.963,44.87,0_55.95,116,116_1,23,19.10779,10,-2674.747,69.80,0_55.95,116,116_3,9,16.7101,10,-2680.006,60.89,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13650,5.313351,10.0218,-2593.574,84.95437,116,116_3,7,-3.076045,10,-2587.189,55.69,161_55.170,116,116_1,17,5.806804,10,-2628.156,38.27,0_55.95,116,116_1,32,9.933824,10,-2637.724,58.48,0_55.95,116,116_2,29,-7.407152,10,-2551.019,57.64,0_55.95,:115_0,:115_0_0,49,12.20112,10,-2672.099,44.48,0_55.95,116,116_1,23,18.8915,10,-2673.398,69.75,0_55.95,116,116_3,9,16.52104,10,-2678.826,61.20,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13700,4.955791,10.02175,-2591.332,84.92976,116,116_3,7,-3.231102,10,-2585.718,55.79,161_55.170,116,116_1,17,5.643711,10,-2627.155,38.40,0_55.95,116,116_1,29,-7.662819,10,-2549.513,57.64,0_55.95,:115_0,:115_0_0,32,9.688744,10,-2636.195,58.60,0_55.95,116,116_2,49,12.01487,10,-2670.937,44.50,0_55.95,116,116_1,23,18.59945,10,-2671.575,69.78,0_55.95,116,116_3,9,16.2646,10,-2677.226,61.31,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13750,4.685894,10.02174,-2589.646,84.9141,116,116_3,7,-3.351139,10,-2584.608,56.12,161_55.170,116,116_1,17,5.517953,10,-2626.398,38.61,0_55.95,116,116_1,29,-7.855235,10,-2548.38,57.61,0_55.95,:115_0,:115_0_0,32,9.503462,10,-2635.039,58.96,0_55.95,116,116_2,49,11.87447,10,-2670.061,44.58,0_55.95,116,116_1,23,18.3796,10,-2670.204,69.83,0_55.95,116,116_3,9,16.07116,10,-2676.02,61.48,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13800,4.419872,10.02172,-2587.988,84.8895,116,116_3,7,-3.471622,10,-2583.514,56.28,161_55.170,116,116_1,17,5.392021,10,-2625.652,38.77,0_55.95,116,116_1,29,-8.044275,10,-2547.267,57.62,0_55.95,:115_0,:115_0_0,32,9.320662,10,-2633.898,59.11,0_55.95,116,116_2,49,11.73635,10,-2669.199,44.62,0_55.95,116,116_1,23,18.16343,10,-2668.854,69.79,0_55.95,116,116_3,9,15.88052,10,-2674.83,61.67,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13850,4.113659,10.02173,-2586.087,84.87608,116,116_3,7,-3.612932,10,-2582.253,56.53,161_55.170,116,116_1,17,5.244487,10,-2624.791,39.02,0_55.95,116,116_1,29,-8.261243,10,-2545.989,57.66,0_55.95,:115_0,:115_0_0,32,9.110116,10,-2632.584,59.40,0_55.95,116,116_2,23,17.91544,10,-2667.307,69.83,0_55.95,116,116_3,49,11.57757,10,-2668.208,44.73,0_55.95,116,116_1,9,15.66109,10,-2673.46,61.84,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
13900,3.708385,10.02174,-2583.579,84.8537,116,116_3,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,0,0,0,0,-99.00,-99,-99,-99,
13950,3.421947,10.0218,-2581.812,84.83357,116,116_3,7,-3.942757,10,-2579.404,56.99,161_55.170,116,116_1,29,-8.749357,10,-2543.115,57.60,0_55.95,:115_0,:115_0_0,17,4.900953,10,-2622.841,39.42,0_55.95,116,116_1,32,8.63377,10,-2629.612,59.81,0_55.95,116,116_2,23,17.35758,10,-2663.826,69.78,0_55.95,116,116_3,49,11.2194,10,-2665.973,44.87,0_55.95,116,116_1,9,15.16541,10,-2670.368,62.17,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14000,3.140606,10.0218,-2580.081,84.81791,116,116_3,7,-4.08111,10,-2578.242,57.18,161_55.170,116,116_1,29,-8.94707,10,-2541.95,57.60,0_55.95,:115_0,:115_0_0,17,4.757122,10,-2622.045,39.58,0_55.95,116,116_1,32,8.43963,10,-2628.4,59.98,0_55.95,116,116_2,23,17.13142,10,-2662.415,69.83,0_55.95,116,116_3,49,11.07384,10,-2665.065,44.96,0_55.95,116,116_1,9,14.96382,10,-2669.11,62.25,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14050,2.875683,10.02185,-2578.454,84.80449,116,116_3,7,-4.213969,10,-2577.146,57.49,161_55.170,116,116_1,29,-9.133057,10,-2540.855,57.63,0_55.95,:115_0,:115_0_0,17,4.619135,10,-2621.292,39.89,0_55.95,116,116_1,32,8.256489,10,-2627.258,60.28,0_55.95,116,116_2,23,16.91898,10,-2661.09,69.74,0_55.95,116,116_3,49,10.93673,10,-2664.209,45.09,0_55.95,116,116_1,9,14.77385,10,-2667.924,62.49,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14100,2.602489,10.02185,-2576.778,84.78436,116,116_3,7,-4.353339,10,-2576.012,57.67,161_55.170,116,116_1,29,-9.324564,10,-2539.727,57.61,0_55.95,:115_0,:115_0_0,17,4.474475,10,-2620.513,40.07,0_55.95,116,116_1,32,8.067225,10,-2626.077,60.42,0_55.95,116,116_2,23,16.70017,10,-2659.725,69.78,0_55.95,116,116_3,49,10.79516,10,-2663.326,45.18,0_55.95,116,116_1,9,14.5776,10,-2666.7,62.67,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14150,2.321819,10.02185,-2575.059,84.77317,116,116_3,7,-4.498971,10,-2574.845,57.85,161_55.170,116,116_1,29,-9.521089,10,-2538.569,57.62,0_55.95,:115_0,:115_0_0,17,4.323424,10,-2619.709,40.24,0_55.95,116,116_1,32,7.872481,10,-2624.862,60.53,0_55.95,116,116_2,23,16.47547,10,-2658.323,69.82,0_55.95,116,116_3,49,10.6496,10,-2662.418,45.24,0_55.95,116,116_1,9,14.37574,10,-2665.44,62.73,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14200,1.904873,10.02184,-2572.505,84.75304,:115_0,:115_0_2,7,-4.71345,10,-2573.113,58.26,161_55.170,:115_0,:115_0_0,29,-9.813112,10,-2536.85,57.62,0_55.95,:115_0,:115_0_0,17,4.093832,10,-2618.508,40.67,0_55.95,116,116_1,32,7.581969,10,-2623.049,60.99,0_55.95,116,116_2,23,16.14174,10,-2656.24,69.77,0_55.95,116,116_3,49,10.43285,10,-2661.065,45.45,0_55.95,116,116_1,9,14.07489,10,-2663.563,63.07,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
14250,1.630764,10.02187,-2570.828,84.74185,:115_0,:115_0_2,7,-4.869318,10,-2571.963,58.37,161_55.170,:115_0,:115_0_0,29,-10.00497,10,-2535.72,57.64,0_55.95,:115_0,:115_0_0,17,3.940126,10,-2617.717,40.29,0_55.95,116,116_1,32,7.39093,10,-2621.857,60.32,0_55.95,116,116_2,23,15.92301,10,-2654.875,69.21,0_55.95,116,116_3,49,10.28997,10,-2660.174,45.52,0_55.95,116,116_1,9,13.87708,10,-2662.329,62.65,0_55.95,116,116_2,0,0,0,0,-99.00,-99,-99,-99,
